id,area,bedrooms,bathrooms,stories,parking,location,furnishing,age_years,amenities_score,price
1867,3637,3,1,4,0,City Center,Semi-Furnished,40,6,14593170.42
1868,4325,3,3,1,1,City Center,Unfurnished,23,5,20482226.73
1869,1215,3,2,1,0,Countryside,Semi-Furnished,19,6,2923054.37
1870,3985,3,1,2,0,Hill View,Unfurnished,35,8,15767899.3
1871,3851,3,3,2,3,Old Town,Fully-Furnished,3,10,17476313.36
1872,603,3,1,3,1,Riverside,Unfurnished,13,5,2313155.9
1873,2605,3,3,1,3,Riverside,Unfurnished,6,1,9919159.19
1874,2907,4,4,4,0,Tech Park Area,Unfurnished,38,3,9595428.49
1875,824,6,6,2,3,Riverside,Unfurnished,25,10,3779558.31
1876,1374,1,1,1,0,Suburb North,Fully-Furnished,32,7,4918228.9
1877,1791,4,1,4,3,Tech Park Area,Fully-Furnished,33,0,6644830.95
1878,1207,2,1,1,0,Hill View,Semi-Furnished,7,8,6014533.76
1879,2896,5,1,2,3,Hill View,Semi-Furnished,40,7,11924886.6
1880,1611,5,1,4,0,Old Town,Fully-Furnished,13,6,5961896.78
1881,3694,3,2,1,0,Industrial Zone,Fully-Furnished,4,1,12117133.8
1882,3068,5,3,1,2,Riverside,Unfurnished,25,8,12636308.13
1883,3882,1,1,4,1,Suburb South,Fully-Furnished,10,3,14806915.87
1884,2521,2,1,2,3,Industrial Zone,Semi-Furnished,21,6,5919603.23
1885,1495,1,1,2,3,Downtown,Semi-Furnished,40,0,5167096.79
1886,1832,2,2,4,3,City Center,Fully-Furnished,2,8,14054837.36
1887,927,6,2,4,0,Downtown,Unfurnished,3,8,5843741.23
1888,1929,4,4,1,0,City Center,Unfurnished,29,1,7898445.31
1889,3502,2,1,2,1,Industrial Zone,Semi-Furnished,22,0,8284157.9
1890,2535,5,2,4,0,Countryside,Fully-Furnished,31,6,6637428.94
1891,3088,2,2,2,2,Industrial Zone,Fully-Furnished,2,1,9151223.06
1892,4121,5,1,4,1,Hill View,Semi-Furnished,15,7,24946965.55
1893,4188,5,5,2,3,Downtown,Unfurnished,14,10,23204911.51
1894,3414,1,1,1,2,Countryside,Fully-Furnished,1,9,10778739.86
1895,2528,3,1,3,2,Old Town,Unfurnished,1,7,9312056.58
1896,2837,2,2,4,3,Industrial Zone,Fully-Furnished,38,9,7909007.68
1897,3218,6,6,4,0,Tech Park Area,Semi-Furnished,9,8,20512194.58
1898,2822,4,4,2,1,Hill View,Fully-Furnished,6,4,16565512.95
1899,2499,3,2,2,1,Suburb North,Unfurnished,14,4,9226901.25
1900,3629,4,4,1,3,Old Town,Fully-Furnished,1,8,16000556.8
1901,2080,6,1,4,3,Downtown,Fully-Furnished,28,2,11205077.99
1902,1717,5,5,2,1,Hill View,Fully-Furnished,38,5,8940680.86
1903,4130,5,2,1,2,Downtown,Semi-Furnished,26,10,19391135.07
1904,1033,6,5,4,2,Downtown,Fully-Furnished,9,6,7422330.56
1905,1919,5,5,2,3,Industrial Zone,Unfurnished,35,6,4652399.19
1906,1861,4,1,2,0,Tech Park Area,Semi-Furnished,27,1,7245485.73
1907,3258,2,1,3,2,Suburb North,Semi-Furnished,12,4,12067387.7
1908,1060,2,2,3,2,Downtown,Unfurnished,10,7,5453910.67
1909,454,1,1,4,3,Suburb North,Unfurnished,7,6,1703303.43
1910,757,1,1,3,0,Downtown,Unfurnished,24,8,2820998.73
1911,3105,3,1,3,0,Hill View,Unfurnished,29,6,13489358.71
1912,3984,6,5,2,3,City Center,Fully-Furnished,9,0,28628950.73
1913,1353,6,3,3,0,Countryside,Semi-Furnished,28,9,3221093.01
1914,1114,1,1,2,3,City Center,Fully-Furnished,8,9,6837531.34
1915,529,5,1,4,3,City Center,Unfurnished,10,9,3377294.26
1916,2914,1,1,1,3,Tech Park Area,Fully-Furnished,34,4,10297680.2
1917,1249,2,1,4,1,Suburb North,Unfurnished,20,5,4306974.95
1918,1151,2,2,4,0,Countryside,Fully-Furnished,5,7,3093471.58
1919,3929,2,2,1,0,Old Town,Unfurnished,0,6,11366838.92
1920,3523,4,2,3,1,Countryside,Semi-Furnished,34,9,8476297.17
1921,1990,1,1,2,3,Suburb North,Fully-Furnished,34,4,6309433.27
1922,2877,1,1,3,0,Suburb South,Semi-Furnished,18,8,8663068.31
1923,3798,1,1,3,2,Downtown,Unfurnished,28,3,14410513.91
1924,3857,1,1,4,0,Suburb South,Semi-Furnished,31,10,11814820.43
1925,4198,2,1,1,1,Suburb North,Semi-Furnished,37,8,13603317.05
1926,869,6,2,3,3,Suburb South,Fully-Furnished,34,5,3276525.02
1927,2462,6,6,4,1,City Center,Unfurnished,34,3,12765059.06
1928,3923,5,2,3,3,Downtown,Semi-Furnished,14,9,24004543.87
1929,4381,6,1,4,3,City Center,Fully-Furnished,7,7,33162521.29
1930,700,4,4,2,3,Tech Park Area,Unfurnished,0,5,3828642.97
1931,1990,5,2,1,1,Suburb South,Unfurnished,40,5,4928583.26
1932,1102,1,1,3,0,Hill View,Fully-Furnished,28,1,4984462.27
1933,2108,5,2,1,1,Suburb North,Fully-Furnished,8,5,10150098.2
1934,4418,4,4,1,2,Riverside,Semi-Furnished,39,9,17392257.16
1935,3658,5,1,2,1,Downtown,Semi-Furnished,2,9,23249228.77
1936,1391,6,6,4,2,Tech Park Area,Semi-Furnished,8,4,8651792.88
1937,1833,6,5,1,0,Industrial Zone,Semi-Furnished,28,10,5446382.95
1938,2325,1,1,1,2,Suburb South,Unfurnished,34,6,5706372.64
1939,2406,2,2,2,0,Old Town,Semi-Furnished,17,6,7593762.88
1940,4396,5,1,4,3,Old Town,Fully-Furnished,31,6,14566406.07
1941,3960,5,5,4,3,Suburb South,Unfurnished,20,8,15133796.98
1942,2473,6,1,3,0,City Center,Fully-Furnished,11,10,18758528.04
1943,1422,3,1,3,0,Hill View,Semi-Furnished,24,9,6819614.08
1944,2320,5,1,1,0,Suburb South,Semi-Furnished,34,2,6711520.39
1945,1853,3,3,3,1,Tech Park Area,Semi-Furnished,29,9,8017677.29
1946,1024,3,3,2,1,Suburb South,Fully-Furnished,34,9,3849596.63
1947,3683,4,2,2,0,Hill View,Semi-Furnished,10,4,18015159.17
1948,3237,3,2,3,3,Suburb South,Semi-Furnished,24,2,11035263.62
1949,1153,4,4,2,1,Hill View,Fully-Furnished,38,10,5922155.27
1950,1365,5,1,4,2,Hill View,Unfurnished,31,8,5928914.84
1951,2032,5,3,1,2,Countryside,Fully-Furnished,18,4,5218328.18
1952,1245,3,1,1,0,Countryside,Fully-Furnished,30,2,2352527.89
1953,2586,6,3,2,2,Downtown,Unfurnished,23,3,11435691.87
1954,811,3,3,4,0,Hill View,Semi-Furnished,12,1,3870475.84
1955,1160,3,2,4,3,Tech Park Area,Unfurnished,15,6,5152405.44
1956,1749,1,1,3,1,Suburb North,Semi-Furnished,5,0,6601424.06
1957,1176,4,4,1,3,Tech Park Area,Unfurnished,38,2,4165564.99
1958,477,3,3,2,1,Tech Park Area,Fully-Furnished,35,5,1994495.18
1959,4096,2,2,4,3,Downtown,Semi-Furnished,37,8,17098399.24
1960,3539,4,4,4,2,Industrial Zone,Unfurnished,8,7,11354049.58
1961,2539,3,3,3,3,Hill View,Semi-Furnished,39,4,9833499.98
1962,977,3,1,1,3,Hill View,Unfurnished,8,0,4716061.04
1963,625,2,2,3,1,Old Town,Fully-Furnished,14,1,2190570.24
1964,987,6,6,1,2,Hill View,Unfurnished,13,0,4811632.34
1965,2418,1,1,4,1,Suburb North,Semi-Furnished,19,4,8956837.09
1966,2599,5,4,4,3,Suburb South,Semi-Furnished,14,6,10546864.57
1967,3060,4,3,4,1,Downtown,Unfurnished,23,8,16050267.44
1968,3332,2,2,3,1,Suburb North,Fully-Furnished,13,2,14159413.74
1969,3758,1,1,2,0,Suburb South,Unfurnished,38,2,8856044.69
1970,3092,1,1,1,0,City Center,Fully-Furnished,0,1,18151003.83
1971,2151,3,3,2,1,Tech Park Area,Semi-Furnished,22,0,8576962.0
1972,3591,4,4,1,3,Suburb South,Unfurnished,22,7,11845095.44
1973,1516,6,3,3,3,Suburb South,Semi-Furnished,9,9,7395093.68
1974,1782,2,2,1,3,City Center,Fully-Furnished,35,3,8813382.68
1975,2057,1,1,4,0,Countryside,Unfurnished,4,7,5018750.36
1976,1262,4,2,2,0,Hill View,Unfurnished,11,2,6009647.71
1977,2771,5,2,4,1,Suburb North,Fully-Furnished,27,5,11877059.4
1978,2846,1,1,2,1,Riverside,Unfurnished,20,10,10774734.1
1979,4399,2,2,2,2,Tech Park Area,Semi-Furnished,17,6,18230432.24
1980,3418,6,4,4,1,Suburb South,Semi-Furnished,18,3,14000343.6
1981,2788,3,3,3,3,Old Town,Fully-Furnished,7,2,11185443.79
1982,2922,5,4,1,1,Old Town,Unfurnished,28,1,6870976.4
1983,1806,2,2,4,3,Suburb North,Unfurnished,31,5,5156134.0
1984,4346,5,5,2,1,Suburb South,Unfurnished,6,2,16765696.62
1985,2076,6,6,1,1,Suburb South,Unfurnished,2,4,8796159.39
1986,2452,5,5,4,3,Hill View,Fully-Furnished,13,5,17308064.74
1987,1913,2,1,4,0,Downtown,Unfurnished,1,4,10227867.49
1988,1417,4,1,3,0,Countryside,Unfurnished,22,2,3025998.29
1989,4021,6,5,1,0,Suburb South,Fully-Furnished,36,2,14101962.18
1990,3439,5,5,3,0,Suburb North,Semi-Furnished,12,7,15040197.27
1991,4004,6,5,2,0,Old Town,Unfurnished,0,9,15539959.35
1992,2375,1,1,4,0,Old Town,Unfurnished,9,6,6257773.28
1993,1068,6,2,1,1,Suburb South,Unfurnished,29,6,3210699.96
1994,3154,2,1,1,0,Suburb North,Unfurnished,24,6,8916681.44
1995,4190,2,1,1,0,Countryside,Unfurnished,21,10,9211213.98
1996,2617,4,2,2,1,Downtown,Semi-Furnished,36,3,10197360.93
1997,1831,2,2,1,1,Countryside,Fully-Furnished,19,8,4365967.82
1998,3580,3,2,1,0,Industrial Zone,Unfurnished,35,10,7692813.76
1999,2599,2,2,1,2,Suburb South,Unfurnished,38,4,6080819.52
2000,520,5,2,3,2,City Center,Unfurnished,0,3,3236877.73
2001,2780,5,3,2,3,Downtown,Unfurnished,14,7,13361567.87
2002,1578,2,2,3,2,Tech Park Area,Semi-Furnished,24,4,6812175.54
2003,983,2,1,3,0,Suburb South,Unfurnished,9,7,3568902.83
2004,2180,1,1,2,3,Riverside,Fully-Furnished,31,4,7740757.21
2005,2903,5,1,4,0,City Center,Semi-Furnished,37,0,11983490.19
2006,982,2,2,1,2,Hill View,Semi-Furnished,10,10,5689291.53
2007,481,2,2,3,0,Riverside,Unfurnished,7,0,1890879.25
2008,4169,4,4,4,2,City Center,Semi-Furnished,39,1,17891538.92
2009,2867,6,6,3,2,Industrial Zone,Semi-Furnished,11,3,8904240.11
2010,3897,1,1,3,3,City Center,Unfurnished,7,0,18572420.05
2011,3600,1,1,1,1,Downtown,Fully-Furnished,26,8,16303832.43
2012,2290,4,3,1,3,Suburb South,Semi-Furnished,33,0,6415805.53
2013,2567,1,1,4,0,Suburb South,Fully-Furnished,1,1,10782595.89
2014,3334,1,1,1,1,Tech Park Area,Unfurnished,26,7,10980279.39
2015,670,4,2,3,0,Downtown,Semi-Furnished,23,8,3637562.99
2016,2465,3,2,4,1,Suburb North,Fully-Furnished,12,0,9194987.01
2017,2232,2,2,3,3,City Center,Fully-Furnished,27,9,12523091.32
2018,571,2,1,1,2,Riverside,Fully-Furnished,12,9,2875164.62
2019,3819,4,3,4,3,City Center,Unfurnished,5,5,23477029.34
2020,2598,2,1,4,0,Downtown,Unfurnished,17,6,11256168.59
2021,860,3,3,1,0,Suburb North,Unfurnished,28,9,2846556.4
2022,2364,1,1,1,0,Industrial Zone,Fully-Furnished,15,8,7288179.82
2023,2711,1,1,1,2,Riverside,Fully-Furnished,4,5,14271868.6
2024,623,3,1,3,3,City Center,Fully-Furnished,33,7,3456278.77
2025,3104,1,1,4,3,Suburb North,Semi-Furnished,24,9,11535022.88
2026,1648,1,1,4,0,Suburb South,Unfurnished,31,4,4546035.67
2027,2436,4,4,3,1,Riverside,Unfurnished,20,6,9681188.19
2028,3468,6,5,3,0,Old Town,Semi-Furnished,0,1,13602877.68
2029,4181,3,2,4,1,Downtown,Unfurnished,29,0,15536401.56
2030,3807,5,2,1,0,City Center,Unfurnished,10,10,23276016.58
2031,562,6,6,3,0,Tech Park Area,Unfurnished,15,5,2866815.87
2032,3525,5,5,4,1,Suburb North,Unfurnished,28,0,11980552.19
2033,2651,5,5,3,0,Suburb North,Fully-Furnished,25,4,10947901.8
2034,1016,2,1,4,2,Tech Park Area,Fully-Furnished,14,9,6113861.62
2035,4433,5,3,4,0,Tech Park Area,Unfurnished,3,0,19583771.23
2036,641,4,4,3,3,Suburb North,Unfurnished,12,6,2645097.04
2037,1676,5,4,1,0,Suburb South,Fully-Furnished,31,10,6903361.44
2038,1557,2,2,4,1,Countryside,Fully-Furnished,25,9,4399449.06
2039,3195,4,1,3,0,Old Town,Semi-Furnished,14,1,8943371.67
2040,3687,1,1,1,2,City Center,Unfurnished,31,8,15888076.13
2041,1175,4,3,2,2,City Center,Semi-Furnished,6,7,7758258.81
2042,3968,6,6,4,1,Industrial Zone,Fully-Furnished,2,9,19016617.18
2043,3325,6,3,4,3,Tech Park Area,Unfurnished,16,9,16950592.97
2044,1538,4,4,3,1,Suburb North,Semi-Furnished,0,2,6944810.65
2045,868,4,2,2,2,Old Town,Unfurnished,40,6,1933371.35
2046,2689,2,1,2,2,Tech Park Area,Semi-Furnished,34,8,9756333.91
2047,618,4,2,3,3,Countryside,Unfurnished,33,7,1269383.16
2048,729,4,1,1,0,Industrial Zone,Unfurnished,13,1,1735273.3
2049,3549,6,2,3,1,Riverside,Fully-Furnished,26,1,15117079.37
2050,2396,6,4,1,2,Suburb South,Unfurnished,2,4,9059949.57
2051,2543,1,1,3,0,Suburb South,Semi-Furnished,17,4,7912761.62
2052,1523,1,1,4,2,Downtown,Unfurnished,18,4,5756696.04
2053,2773,4,4,1,3,Countryside,Fully-Furnished,4,8,8488250.92
2054,1509,5,5,1,0,City Center,Semi-Furnished,35,2,6402472.98
2055,776,4,3,4,0,Riverside,Semi-Furnished,39,2,2908057.42
2056,3016,4,3,4,1,Old Town,Semi-Furnished,39,8,8222146.54
2057,4260,5,4,3,0,Hill View,Semi-Furnished,37,4,20636924.79
2058,3741,6,1,1,0,Old Town,Unfurnished,38,10,8941552.83
2059,3910,6,6,4,2,Riverside,Fully-Furnished,24,0,18837708.5
2060,738,4,1,4,0,Riverside,Fully-Furnished,34,8,3445397.67
2061,1298,4,3,2,3,Suburb South,Unfurnished,32,9,3821357.73
2062,1975,5,1,4,3,Downtown,Unfurnished,1,9,12134496.21
2063,2794,3,2,3,2,Suburb South,Unfurnished,18,6,9954998.14
2064,3245,3,3,4,3,City Center,Unfurnished,20,6,16197494.57
2065,508,3,3,4,2,Countryside,Semi-Furnished,21,8,1373928.02
2066,2789,4,3,3,1,Riverside,Fully-Furnished,38,0,10304291.58
2067,1443,3,3,4,3,Suburb South,Fully-Furnished,11,6,6123618.1
2068,1634,1,1,4,2,Old Town,Fully-Furnished,22,3,5358872.56
2069,487,6,6,4,1,Suburb South,Unfurnished,11,2,1752604.89
2070,4395,4,4,4,3,Industrial Zone,Semi-Furnished,8,5,14667378.87
2071,2048,1,1,1,1,Industrial Zone,Fully-Furnished,6,1,5610529.1
2072,4433,5,3,4,0,Downtown,Fully-Furnished,0,1,28125232.66
2073,2564,4,4,4,1,Riverside,Unfurnished,11,9,12864763.77
2074,4307,3,3,1,2,Countryside,Unfurnished,26,4,9027756.54
2075,3065,4,1,2,0,Suburb South,Unfurnished,13,8,9962061.6
2076,3462,4,3,2,3,Hill View,Fully-Furnished,37,6,18515055.77
2077,2630,1,1,3,1,Hill View,Semi-Furnished,32,2,9724533.26
2078,955,6,5,2,2,Industrial Zone,Semi-Furnished,17,0,2447407.27
2079,4318,4,3,3,2,Industrial Zone,Fully-Furnished,29,5,13003137.99
2080,4012,2,1,1,1,Riverside,Unfurnished,28,4,13876469.66
2081,2968,6,6,4,0,Countryside,Semi-Furnished,25,3,6956689.11
2082,1652,6,6,2,3,Suburb South,Unfurnished,12,8,6846013.32
2083,3256,2,1,4,2,Downtown,Fully-Furnished,34,0,14214562.13
2084,725,5,4,2,0,Industrial Zone,Semi-Furnished,40,3,1454647.4
2085,2943,2,2,2,2,Old Town,Unfurnished,21,3,8095684.38
2086,498,1,1,1,3,Countryside,Semi-Furnished,32,4,916770.63
2087,724,4,3,2,2,Industrial Zone,Semi-Furnished,23,4,1819006.03
2088,669,5,2,3,0,Countryside,Fully-Furnished,39,3,1406416.53
2089,3662,5,1,1,2,Riverside,Fully-Furnished,38,1,12619777.62
2090,2319,5,5,3,3,Old Town,Fully-Furnished,37,6,8324920.72
2091,2611,5,2,1,2,Hill View,Semi-Furnished,37,2,11320275.89
2092,878,3,3,2,2,City Center,Unfurnished,2,1,5065625.69
2093,4490,5,5,4,2,Suburb South,Semi-Furnished,8,3,19751002.35
2094,3107,2,2,4,1,Tech Park Area,Unfurnished,15,9,14831963.51
2095,1068,1,1,1,3,Suburb South,Fully-Furnished,13,2,3734444.32
2096,2558,1,1,2,1,Suburb North,Unfurnished,7,0,7644442.49
2097,1169,1,1,1,3,Countryside,Semi-Furnished,24,1,2000891.36
2098,572,5,5,4,3,Suburb North,Unfurnished,35,1,1907453.03
2099,1225,3,3,1,2,Downtown,Fully-Furnished,15,8,6932419.69
2100,1757,6,2,1,0,Countryside,Semi-Furnished,26,8,4300517.5
2101,1248,3,3,4,2,Suburb North,Unfurnished,0,3,5346807.0
2102,519,4,4,2,0,Hill View,Semi-Furnished,21,9,2775283.68
2103,3866,1,1,1,0,City Center,Semi-Furnished,24,6,17079038.07
2104,752,1,1,3,2,Suburb North,Fully-Furnished,5,3,3538781.63
2105,456,4,4,3,0,City Center,Fully-Furnished,37,4,2484385.97
2106,2372,1,1,3,1,City Center,Semi-Furnished,35,3,9238800.45
2107,1026,4,4,4,1,City Center,Fully-Furnished,29,0,5516431.01
2108,2661,4,4,1,3,Tech Park Area,Fully-Furnished,31,9,12233917.12
2109,575,3,3,2,2,Countryside,Unfurnished,36,7,1170143.98
2110,545,6,5,2,1,Downtown,Unfurnished,8,6,3299914.71
2111,3579,3,3,2,3,Downtown,Semi-Furnished,5,8,22602327.07
2112,3567,5,3,2,0,Countryside,Semi-Furnished,21,8,8656787.55
2113,4371,1,1,4,3,Industrial Zone,Fully-Furnished,5,10,16295323.5
2114,2449,3,3,2,0,Suburb North,Fully-Furnished,35,2,7851804.23
2115,2942,6,5,4,1,City Center,Semi-Furnished,11,2,17276169.78
2116,4312,4,3,1,3,Downtown,Fully-Furnished,16,5,23677586.03
2117,990,1,1,3,2,Countryside,Unfurnished,20,6,2107465.64
2118,967,1,1,2,2,Countryside,Unfurnished,36,0,1581646.28
2119,653,1,1,2,2,City Center,Semi-Furnished,3,7,3596554.87
2120,3838,2,2,4,1,Tech Park Area,Unfurnished,35,9,13675393.79
2121,3403,3,1,1,0,Countryside,Fully-Furnished,33,2,6383349.28
2122,1522,6,4,2,0,Suburb South,Semi-Furnished,4,6,7166069.49
2123,2671,3,1,4,0,Downtown,Semi-Furnished,35,10,12214380.14
2124,4336,1,1,1,2,Downtown,Fully-Furnished,11,7,25555437.26
2125,897,6,1,3,1,City Center,Unfurnished,2,5,5149708.59
2126,3796,4,1,2,1,Downtown,Unfurnished,29,1,14915328.85
2127,2881,3,1,1,3,Industrial Zone,Fully-Furnished,5,8,10172140.58
2128,1729,5,5,3,2,Riverside,Fully-Furnished,9,9,11027562.42
2129,2142,5,5,2,3,Hill View,Unfurnished,38,4,8512417.15
2130,2384,1,1,1,1,Countryside,Unfurnished,19,8,4429778.77
2131,4143,6,6,1,0,Industrial Zone,Semi-Furnished,2,2,13245035.42
2132,2749,6,5,4,1,Suburb South,Unfurnished,29,4,8353749.17
2133,4061,6,3,4,2,Tech Park Area,Unfurnished,21,2,17210212.2
2134,697,4,3,4,0,City Center,Semi-Furnished,12,9,4534188.43
2135,3389,3,3,2,2,Suburb South,Semi-Furnished,14,6,13485476.8
2136,3717,6,6,3,3,Suburb South,Fully-Furnished,3,5,18685993.05
2137,2274,4,3,1,3,Hill View,Semi-Furnished,39,5,9286816.24
2138,1941,4,2,2,1,Downtown,Fully-Furnished,2,8,14124499.86
2139,4145,3,1,1,3,Industrial Zone,Fully-Furnished,1,10,16927308.96
2140,866,2,1,1,0,Countryside,Fully-Furnished,24,1,1861531.89
2141,3262,1,1,3,2,Countryside,Fully-Furnished,24,0,7132713.96
2142,1175,2,2,1,3,Old Town,Semi-Furnished,14,5,3826470.06
2143,4268,3,1,2,0,Suburb North,Fully-Furnished,8,2,17681242.35
2144,1735,5,3,1,0,Suburb South,Semi-Furnished,3,1,6262178.74
2145,1831,2,2,2,2,Old Town,Semi-Furnished,28,10,5790867.92
2146,1841,1,1,3,0,Countryside,Unfurnished,28,3,3400676.48
2147,2349,5,5,1,2,Old Town,Fully-Furnished,23,10,8310732.99
2148,1394,6,6,1,0,Downtown,Semi-Furnished,18,10,8500424.69
2149,4422,3,1,2,0,Downtown,Semi-Furnished,22,2,20387838.56
2150,4047,2,2,1,2,Suburb North,Unfurnished,34,4,11510717.64
2151,4176,1,1,3,1,Tech Park Area,Semi-Furnished,22,3,17502492.04
2152,3259,5,3,2,0,Hill View,Semi-Furnished,4,0,16181143.04
2153,4397,4,4,1,0,City Center,Fully-Furnished,27,8,24064517.74
2154,2689,4,4,4,2,Downtown,Fully-Furnished,15,7,17073035.84
2155,3294,6,2,2,1,Old Town,Semi-Furnished,19,9,11901038.7
2156,4490,3,2,1,0,City Center,Semi-Furnished,29,6,22433977.34
2157,3917,2,2,3,0,Riverside,Unfurnished,40,5,12707495.85
2158,748,4,2,4,2,Industrial Zone,Unfurnished,25,2,1656426.62
2159,2331,5,3,2,0,Suburb South,Fully-Furnished,36,2,6963906.69
2160,1356,3,3,1,0,Downtown,Fully-Furnished,2,9,8111607.38
2161,4116,4,1,3,1,Downtown,Fully-Furnished,34,8,21954950.63
2162,2540,3,2,1,1,Suburb North,Unfurnished,24,6,8164925.45
2163,3704,2,2,1,2,Hill View,Semi-Furnished,21,9,18803484.59
2164,4472,5,4,3,1,Suburb North,Unfurnished,37,9,15869793.62
2165,1726,2,2,1,1,Riverside,Semi-Furnished,11,0,7356793.31
2166,1029,4,3,3,1,Suburb North,Semi-Furnished,29,7,4088794.14
2167,3296,5,2,1,3,Suburb North,Unfurnished,22,2,10318126.14
2168,3529,5,1,2,1,City Center,Fully-Furnished,10,1,22363647.54
2169,2940,6,6,2,0,Hill View,Fully-Furnished,7,8,22309646.24
2170,2452,6,1,3,0,City Center,Unfurnished,7,8,14724135.37
2171,2643,3,3,1,2,Old Town,Fully-Furnished,29,7,7871566.04
2172,3279,1,1,1,0,Hill View,Unfurnished,30,8,13380093.22
2173,3314,5,2,1,3,Old Town,Unfurnished,32,9,9066138.92
2174,1156,5,3,3,2,Downtown,Fully-Furnished,6,8,7444662.43
2175,3408,4,2,1,0,Suburb South,Fully-Furnished,13,9,13908364.3
2176,972,6,6,2,1,Suburb South,Unfurnished,16,1,3176338.45
2177,2445,3,2,2,0,Suburb North,Semi-Furnished,23,9,9425308.33
2178,1253,6,1,2,0,Suburb South,Unfurnished,40,3,3431249.04
2179,1584,6,6,2,1,Suburb South,Unfurnished,28,7,5236418.49
2180,4260,2,2,1,1,Hill View,Fully-Furnished,12,0,23577876.31
2181,3560,2,2,1,3,Hill View,Unfurnished,26,4,14163395.32
2182,461,6,6,1,2,Old Town,Unfurnished,28,7,1385055.0
2183,2079,5,1,2,1,Suburb North,Fully-Furnished,1,10,10596298.55
2184,2900,1,1,1,3,Industrial Zone,Semi-Furnished,38,0,5704303.04
2185,1101,5,5,2,0,Downtown,Semi-Furnished,15,8,6732513.87
2186,723,5,4,4,1,Suburb South,Fully-Furnished,5,3,3623229.03
2187,2169,4,1,1,2,City Center,Fully-Furnished,23,6,13464781.59
2188,4166,4,4,1,3,Riverside,Fully-Furnished,25,2,17283120.71
2189,2547,4,3,3,0,Industrial Zone,Fully-Furnished,18,4,7538981.15
2190,598,4,4,4,1,Industrial Zone,Fully-Furnished,12,3,2021631.74
2191,1858,1,1,4,1,Countryside,Unfurnished,8,2,3803605.93
2192,2227,1,1,3,1,Industrial Zone,Unfurnished,26,10,4806285.7
2193,3844,6,3,3,2,Suburb South,Unfurnished,32,8,12707341.34
2194,4361,1,1,1,3,Suburb South,Fully-Furnished,15,4,16762796.73
2195,3363,1,1,3,1,Riverside,Fully-Furnished,21,3,15240053.28
2196,3399,3,3,2,2,Downtown,Semi-Furnished,34,3,12997676.2
2197,1517,2,1,2,0,Suburb North,Fully-Furnished,23,10,6261369.76
2198,2111,1,1,3,2,Countryside,Fully-Furnished,24,9,5434616.15
2199,2495,3,3,4,2,Hill View,Unfurnished,23,3,10970528.01
2200,2761,4,3,4,3,Old Town,Fully-Furnished,24,1,8861122.5
2201,4160,3,2,1,1,Hill View,Semi-Furnished,23,0,17798368.0
2202,4170,1,1,3,0,Hill View,Unfurnished,25,9,16539348.86
2203,3671,3,3,4,2,Countryside,Unfurnished,7,3,7926832.81
2204,4013,3,2,2,2,Old Town,Unfurnished,17,2,10498989.94
2205,4272,3,1,3,1,Riverside,Unfurnished,26,1,13737302.19
2206,1747,3,2,1,3,Old Town,Semi-Furnished,14,10,6325372.37
2207,1375,1,1,1,0,Countryside,Fully-Furnished,22,2,2717637.21
2208,942,1,1,4,0,Tech Park Area,Semi-Furnished,20,2,3452519.16
2209,3790,6,3,2,3,Tech Park Area,Semi-Furnished,16,4,20249285.83
2210,3114,6,4,1,0,Countryside,Unfurnished,10,10,9247854.83
2211,3221,1,1,3,1,Riverside,Semi-Furnished,29,7,11124153.19
2212,2211,4,3,4,1,Riverside,Semi-Furnished,0,1,10519791.98
2213,703,6,6,1,2,Suburb South,Semi-Furnished,34,1,1964878.07
2214,4284,3,3,1,0,Downtown,Unfurnished,30,10,17038106.7
2215,974,1,1,2,2,Countryside,Fully-Furnished,12,1,2274873.26
2216,2924,3,2,1,1,City Center,Fully-Furnished,40,1,12656228.16
2217,1123,1,1,1,1,City Center,Fully-Furnished,22,5,6140216.64
2218,2572,4,2,1,1,Old Town,Fully-Furnished,40,7,7664977.49
2219,1858,2,2,3,2,Riverside,Unfurnished,9,2,6924002.07
2220,3289,4,2,2,1,Downtown,Semi-Furnished,23,7,16628363.2
2221,3842,2,2,2,1,Riverside,Semi-Furnished,27,1,13549839.16
2222,4431,1,1,4,0,Downtown,Fully-Furnished,29,0,18378135.74
2223,2043,5,4,1,1,Riverside,Semi-Furnished,2,1,9051295.96
2224,960,2,2,1,2,Tech Park Area,Unfurnished,35,10,3525637.56
2225,4389,2,2,1,3,City Center,Fully-Furnished,16,8,29484816.6
2226,3642,4,4,2,2,Countryside,Semi-Furnished,8,2,8827260.88
2227,4422,2,2,2,1,Suburb South,Fully-Furnished,32,0,13192575.05
2228,3539,5,3,3,1,Hill View,Fully-Furnished,36,2,17652721.85
2229,3173,6,6,2,1,Hill View,Semi-Furnished,3,6,20009326.09
2230,4089,5,3,2,2,Downtown,Semi-Furnished,15,10,25276722.11
2231,2411,2,1,1,0,Industrial Zone,Semi-Furnished,31,4,4749397.34
2232,1417,1,1,3,1,Tech Park Area,Semi-Furnished,7,10,7207476.25
2233,1058,1,1,2,3,Suburb South,Semi-Furnished,3,8,4289597.14
2234,3169,4,2,4,2,City Center,Unfurnished,20,4,16918401.3
2235,634,3,3,3,0,Suburb South,Fully-Furnished,4,5,2545697.91
2236,4453,6,3,1,0,Old Town,Fully-Furnished,21,5,15535799.74
